C001	https://docs.z.ai/release-notes/new-released	first_party_release_or_docs	c001-zai-release-notes.html
C001	https://z.ai/blog/glm-5.3	vendor_technical_blog	c001-zai-glm53-blog.html
C003	https://openrouter.ai/blog/announcements/openrouter-is-joining-stripe/	first_party_announcement	c003-openrouter-stripe.html
C003	https://stripe.com/newsroom/news/stripe-agrees-to-acquire-openrouter	first_party_announcement	c003-stripe-openrouter.html
C004	https://openai.com/index/chatgpt-for-teens/	first_party_product_release	c004-openai-teens.html
C004	https://help.openai.com/en/articles/20001421-chatgpt-for-teens	first_party_product_docs	c004-openai-teens-help.html
C005	https://openai.com/index/pacing-model-development-cyber-capabilities/	first_party_safety_publication	c005-openai-cyber-pacing.html
C006	https://www.cisa.gov/news-events/alerts/2026/08/17/cisa-adds-one-known-exploited-vulnerability-catalog	government_security_authority	c006-cisa-kev-alert.html
C006	https://www.cisa.gov/sites/default/files/feeds/known_exploited_vulnerabilities.json	government_security_feed	c006-cisa-kev.json
C008	https://openai.com/index/offering-zero-data-retention-for-frontier-models/	first_party_product_safety_publication	c008-openai-zdr-private-safety.html
C009	https://www.anthropic.com/research/Claude-accelerates-protein-design	first_party_research_publication	c009-anthropic-protein-design.html
C010	https://aws.amazon.com/about-aws/whats-new/2026/08/bedrock-agentcore-payments-ga/	first_party_release	c010-aws-agentcore-payments.html
C010	https://aws.amazon.com/blogs/machine-learning/amazon-bedrock-agentcore-payments-is-now-generally-available-enabling-agents-to-transact-safely-and-autonomously-at-scale/	vendor_technical_blog	c010-aws-agentcore-payments-blog.html
C011	https://docs.anthropic.com/en/release-notes/api	first_party_product_docs	c011-anthropic-api-release-notes.html
C012	https://slack.com/blog/news/slack-code-channels-for-agents	first_party_product_release	c012-slack-code.html
C012	https://api.slack.com/changelog	first_party_product_changelog	c012-slack-api-changelog.html
C013	https://www.liquid.ai/blog/lfm2.5-dspark	first_party_vendor_blog	c013-liquid-dspark.html
C014	https://developers.openai.com/cookbook/examples/multimodal/transparent-image-assets-for-campaigns-and-presentations	first_party_technical_example	c014-openai-transparent-image.html
C015	https://raw.githubusercontent.com/Tencent/UI-Mate/main/README.md	first_party_repository	c015-ui-mate-readme.md
C016	https://x.com/XBusiness/article/2091948801238192296	first_party_product_announcement	c016-x-ads-mcp.html
C017	https://developers.openai.com/api/docs/changelog	first_party_product_changelog	c017-openai-api-changelog.html
C018	https://firebase.google.com/docs/ai-logic/imagen-models-migration	first_party_product_docs	c018-google-imagen-migration.html
C019	https://mistral.ai/news/agentic-search/	first_party_product_release	c019-mistral-agentic-search.html
C020	https://experiment.pika.art/blog/pika-audio-models	first_party_product_release	c020-pika-audio.html
C021	https://stability.ai/news-updates/sharing-a-new-way-to-work-with-stable-audio	first_party_product_release	c021-stable-audio.html
C022	https://api-docs.deepseek.com/updates/	first_party_product_changelog	c022-deepseek-updates.html
C023	https://x.ai/news/grok-4-6-amazon-bedrock	first_party_product_release	c023-grok-bedrock.html
C024	https://x.ai/news/grok-4-6-vertex-ai	first_party_product_release	c024-grok-gemini-enterprise.html
C025	https://x.ai/news/grok-build-for-everyone	first_party_product_release	c025-grok-build.html
C028	https://investors.micron.com/news/press-release/2026/Micron-Unveils-Micron-Research-Labs-a-U-S--Based-Long-Horizon-Innovation-Hub-to-Shape-the-Future-of-Memory-and-AI/default.aspx	first_party_company_release	c028-micron-research-labs.html
C029	https://aws.amazon.com/about-aws/whats-new/2026/01/nvidia-nemotron-3.5-lightning-on-sagemaker-jumpstart/	first_party_release	c029-nemotron-aws-whats-new.html
C029	https://developer.nvidia.com/blog/nvidia-nemotron-3-5-lightning-delivers-fast-accurate-specialized-task-execution-for-long-running-agents/	vendor_technical_blog	c029-nvidia-nemotron.html
C030	https://aws.amazon.com/blogs/machine-learning/introducing-cross-region-inference-for-openai-gpt-5-6-models-on-amazon-bedrock/	vendor_technical_blog	c030-aws-gpt56-cross-region.html
C031	https://aws.amazon.com/blogs/machine-learning/authoring-dogwood-policies-from-natural-language-in-amazon-bedrock-agentcore/	vendor_technical_blog	c031-aws-dogwood.html
C032	https://openrouter.ai/blog/announcements/activity-dashboard/	first_party_product_release	c032-openrouter-activity.html
C033	https://openrouter.ai/blog/announcements/image-benchmarks/	first_party_product_release	c033-openrouter-image-benchmarks.html
C034	https://docs.aws.amazon.com/bedrock-agentcore/latest/devguide/gateway-target-connector-versions.html	first_party_product_docs	c034-agentcore-connector-versions.html
C034	https://docs.aws.amazon.com/bedrock-agentcore/latest/devguide/gateway-target-connector-web-search-tool.html	first_party_product_docs	c034-agentcore-web-search.html
C036	https://deepmind.google/blog/from-atari-to-eve-online-building-on-15-years-of-ai-research-in-games/	first_party_research_publication	c036-deepmind-games.html
C039	https://raw.githubusercontent.com/QwenLM/Qwen3.8/main/README.md	first_party_repository	c039-qwen38-readme.md
C041	https://blog.google/innovation-and-ai/models-and-research/gemini-models/introducing-gemini-3-7-flash/	first_party_product_release	c041-gemini37-flash.html
C040	https://api-docs.deepseek.com/quick_start/pricing	first_party_product_docs	c040-deepseek-pricing.html
C043	https://raw.githubusercontent.com/unslothai/unsloth/main/README.md	first_party_repository	c043-unsloth-readme.md
C044	https://raw.githubusercontent.com/ml-explore/mlx/main/README.md	first_party_repository	c044-mlx-readme.md
C045	https://developers.openai.com/api/docs/guides/your-data	first_party_product_docs	c045-openai-regional-processing-data.html
C045	https://developers.openai.com/api/docs/changelog	first_party_product_changelog	c045-openai-api-changelog.html
C046	https://aws.amazon.com/blogs/machine-learning/aws-vector-solutions-build-agentic-ai-where-your-data-lives/	vendor_technical_blog	c046-aws-vector-solutions.html
C047	https://runway.com/changelog	first_party_product_changelog	c047-runway-changelog.html
C050	https://arxiv.org/abs/2608.13560	primary_research_record	c050-autodesign-arxiv.html
C051	https://arxiv.org/abs/2512.16280	primary_research_record	c051-romance-baiting-arxiv.html
C051	https://www.usenix.org/system/files/usenixsecurity26-gressel.pdf	official_conference_paper	c051-romance-baiting-usenix.pdf
C052	https://developers.openai.com/codex/customization/computer-history	first_party_product_docs	c052-computer-history.html
C052	https://help.openai.com/en/articles/6825453-chatgpt-release-notes	first_party_product_release_notes	c052-openai-release-notes.html
C055	https://www.cve.org/CVERecord?id=CVE-2026-24301	vulnerability_authority	c055-cve-record.html
C055	https://cveawg.mitre.org/api/cve/CVE-2026-24301	vulnerability_authority_api	c055-cve-api.json
C055	https://msrc.microsoft.com/update-guide/vulnerability/CVE-2026-24301	vendor_security_authority	c055-msrc-record.html
C057	https://www.motionpictures.org/advocacy/fostering-responsible-innovation/	industry_rights_authority	c057-mpa-bytedance-mou.html
C065	https://z.ai/blog/glm-5.3-flash	first_party_product_release	c065-zai-glm53-flash.html
C066	https://x.ai/news/grok-bot-more-plans	first_party_product_release	c066-grok-bot-more-plans.html
C080	https://arxiv.org/abs/2608.15175	primary_research_record	c080-lapf-arxiv.html
C080	https://arxiv.org/pdf/2608.15175	primary_research_pdf	c080-lapf-arxiv.pdf
C081	https://arxiv.org/abs/2608.15403	primary_research_record	c081-agent-inheritance-arxiv.html
C081	https://arxiv.org/pdf/2608.15403	primary_research_pdf	c081-agent-inheritance-arxiv.pdf
C082	https://arxiv.org/abs/2608.15614	primary_research_record	c082-egogazelite-arxiv.html
C082	https://arxiv.org/pdf/2608.15614	primary_research_pdf	c082-egogazelite-arxiv.pdf
C083	https://arxiv.org/abs/2608.16843	primary_research_record	c083-embodied-security-arxiv.html
C083	https://arxiv.org/pdf/2608.16843	primary_research_pdf	c083-embodied-security-arxiv.pdf
C087	https://aws.amazon.com/blogs/machine-learning/govern-ai-agent-tool-access-with-amazon-bedrock-agentcore-gateway/	vendor_technical_blog	c087-agentcore-tool-governance.html
C088	https://aws.amazon.com/blogs/machine-learning/custom-reward-functions-for-multi-turn-reinforcement-learning-with-amazon-nova-forge/	vendor_technical_blog	c088-nova-forge-rewards.html
C091	https://blog.adobe.com/en/publish/2026/08/20/adobe-firefly-expands-its-creative-ai-studio-generate-music-speech-and-sound-effects-in-one-place	first_party_product_release	c091-adobe-firefly-audio.html
C092	https://raw.githubusercontent.com/OpenMOSS/MOSS-VL/main/README.md	first_party_repository	c092-moss-vl-readme.md
C092	https://raw.githubusercontent.com/modelscope/ms-swift/main/README.md	first_party_repository	c092-ms-swift-readme.md
C096	https://developers.openai.com/codex/changelog	first_party_product_changelog	c096-apple-messages-codex-changelog.html
C098	https://www.liquid.ai/blog/qad	first_party_vendor_blog	c098-liquid-qad.html
C099	https://github.blog/changelog/2026-08-18-enterprise-managed-settings-in-github-copilot-for-jetbrains/	first_party_product_changelog	c099-copilot-jetbrains.html
C100	https://github.blog/changelog/2026-08-21-the-new-github-copilot-experience-in-slack/	first_party_product_changelog	c100-copilot-slack.html
C101	https://github.blog/changelog/2026-08-21-shared-agentic-work-with-github-copilot-in-microsoft-teams/	first_party_product_changelog	c101-copilot-teams.html
C102	https://cloud.google.com/blog/products/ai-machine-learning/expanding-google-antigravity-for-enterprise-customers	first_party_product_release	c102-antigravity-enterprise.html
C103	https://cloud.google.com/blog/products/ai-machine-learning/how-agents-can-delegate-better	first_party_research_publication	c103-intelligent-delegation.html
C104	https://aws.amazon.com/blogs/security/propagate-user-authorization-context-in-ai-agents-with-amazon-bedrock-agentcore/	vendor_security_technical_blog	c104-agentcore-auth-context.html
C105	https://aws.amazon.com/blogs/machine-learning/asynchronous-patterns-for-calling-amazon-bedrock-agentcore-agents-in-serverless-pipelines/	vendor_technical_blog	c105-agentcore-async.html
C105	https://docs.aws.amazon.com/bedrock-agentcore/latest/devguide/runtime-long-run.html	first_party_product_docs	c105-agentcore-runtime-long-run.html
C006	https://raw.githubusercontent.com/cisagov/kev-data/develop/known_exploited_vulnerabilities.json	government_security_mirror	c006-cisagov-kev-mirror.json
